ccg,group,postcode,practice_name,address,list_size,brick,
 Hillingdon ,PHARMACY INDEPENDENT,UB10 9HP,IN AHMED,4 SUTTON COURT ROAD,0,UB10,441895232841
 East and N Herts ,PHARMACY CHAIN,EN10 6FD,DAY LEWIS CHEMISTS LTD,VANCOUVER ROAD,0,EN10,441992461229
 North East Essex ,PHARMACY CHAIN,CO1 2PJ,DBM MEDICALS LTD,12 QUEEN STREET,0,CO01,441206541600
 South Gloucestershire ,PHARMACY CHAIN,BS37 4DQ,LLOYDS PHARMACY LTD (6962),KENNEDY WAY,0,BS37,441454322452
 Kingston ,PHARMACY CHAIN,KT9 2GY,GORGEMEAD LTD,MERRITT GARDENS,0,KT09,442083971212
 Lambeth ,GP SURGERY,SW16 2ST,STREATHAM HIGH PRACTICE,1ST FLOOR,6000,SW16,442030494850
 Aylesbury Vale ,GP SURGERY,HP19 9AP,BERRYFIELDS MEDICAL CENTRE,COLONEL GRANTHAM AVENUE,4500,HP19,441296310940
 Redbridge ,PHARMACY CHAIN,IG1 1XG,LAVILLE LTD,53 GREEN LANE,0,IG01,442084780484
 Wandsworth ,PHARMACY CHAIN,SW18 4SU,LLOYDS PHARMACY LTD (7420),595 GARRATT LANE,0,SW18,442089466822
 Wandsworth ,PHARMACY CHAIN,SW15 6TQ,PAYDENS LTD (7415),266A UPPER RICHMOND ROAD,0,SW15,442087853016
 Hammersmith and Fulham ,PHARMACY INDEPENDENT,W6 7PD,HEALTHSIDE LTD,90 SHEPHERDS BUSH ROAD,0,WZ06,442076032763
 Barnet ,PHARMACY INDEPENDENT,N12 8LT,REGAL HEALTHCARE LTD,321 BALLARDS LANE,0,NZ12,442084450255
 Haringey ,PHARMACY INDEPENDENT,N22 6BH,JV CHOTAI & SONS LTD,5 HIGH ROAD,0,NZ22,442088884288
 Haringey ,PHARMACY INDEPENDENT,N8 0RL,A2Z PHARMACY LTD,571 GREEN LANES,0,NZ08,442083405128
 Bedfordshire ,PHARMACY CHAIN,MK44 1PB,WELLBEING (UK) LTD,61A HIGH STREET,0,MK41,
 Cambs and Peterborough ,PHARMACY CHAIN,PE3 6EX,GUIDEBROOK LIMITED,63 MAYORS WALK,0,PE03,441733564144
 South Gloucestershire ,PHARMACY CHAIN,BS36 2DE,SHAUNAKS LTD,2 COURT ROAD,0,BS37,441454773755
 Bexley ,PHARMACY CHAIN,DA5 3HP,OSBON LTD,24 STEYNTON AVENUE,0,DA05,442083002335
 Southend ,PHARMACY CHAIN,SS9 1JN,L ROWLAND & CO (RETAIL) LTD (1569),87 LEIGH ROAD,0,SS09,441702473087
 Basildon and Brentwood ,PHARMACY CHAIN,SS14 2HB,L ROWLAND & CO (RETAIL) LTD (1589),418 WHITMORE WAY,0,SS14,441268520100
 Hounslow ,PHARMACY CHAIN,TW13 5DY,L ROWLAND & CO (RETAIL) LTD (1562),186-188 UXBRIDGE ROAD,0,TW13,442087511220
 Havering ,PHARMACY CHAIN,RM11 2LG,L ROWLAND & CO (RETAIL) LTD (1563),100-100A ARDLEIGH GREEN ROAD,0,RM11,441708442227
 Luton ,PHARMACY CHAIN,LU3 3BJ,L ROWLAND & CO (RETAIL) LTD (1574),24 SUNDON PARK PARADE,0,LU03,441582490907
 Luton ,PHARMACY CHAIN,LU3 3AH,L ROWLAND & CO (RETAIL) LTD (1575),152 SUNDON PARK ROAD,0,LU03,441582571148
 Waltham Forest ,PHARMACY CHAIN,E4 9AA,L ROWLAND & CO (RETAIL) LTD (1576),80 CHINGFORD MOUNT ROAD,0,EZ04,442085313522
 Haringey ,PHARMACY CHAIN,N4 2NH,L ROWLAND & CO (RETAIL) LTD (1587),274 GREEN LANES,0,NZ04,442088008801
 Thanet ,PHARMACY CHAIN,CT10 2TP,L ROWLAND & CO (RETAIL) LTD (1566),2 CHURCH STREET,0,CT10,441843862627
 Southend ,PHARMACY CHAIN,SS3 0EQ,L ROWLAND & CO (RETAIL) LTD (1581),62 HIGH STREET,0,SS03,441702219550
 North East Essex ,PHARMACY CHAIN,CO4 5EG,L ROWLAND & CO (RETAIL) LTD (1582),13 NAYLAND ROAD,0,CO04,441206852965
 Brighton and Hove ,PHARMACY CHAIN,BN2 1TH,WAREMOSS LTD,128 ST. JAMES'S STREET,0,BN02,441273604335
 North East West Devon,PHARMACY CHAIN,EX1 1SB,JOHN WARE LTD,ATHELSTAN ROAD,0,EX01,441392422444
 West Hampshire ,PHARMACY CHAIN,SO43 7BG,L ROWLAND & CO (RETAIL) LTD (1596),34 HIGH STREET,0,SO40,442380282630
 Surrey Downs ,PHARMACY CHAIN,KT8 0JX,NICKLEVALE LTD,115 MOLESEY PARK ROAD,0,KT08,442082240300
 Corby ,PHARMACY CHAIN,NN17 1LJ,PILL BOX CHEMISTS LTD,188 STUDFALL AVENUE,0,NN17,441536202303
 Southend ,PHARMACY INDEPENDENT,SS9 3JP,DERIX LTD,1065 LONDON ROAD,0,SS09,441702715558
 Southwark ,PHARMACY CHAIN,SE17 2DN,MEDIMPO LTD,18 EAST STREET,0,SE17,442077035155
 Southwark ,PHARMACY CHAIN,SE17 1RL,MEDIMPO LTD,251-253 WALWORTH ROAD,0,SE17,442077012720
 East and N Herts ,PRIVATE CONSULTANT,EN8 9XP,HERTS & ESSEX FERTILITY CENTRE,CHURCHGATE,0,EN08,441992785060
 Enfield ,PHARMACY CHAIN,N21 1UJ,LLOYDS PHARMACY LTD (7455),4 FLOREY SQUARE,0,NZ21,442083608560
 South Devon and Torbay ,PHARMACY INDEPENDENT,TQ4 5LA,O'BRIEN LTD,37 TOTNES ROAD,0,TQ04,441803665229
 West Kent ,PHARMACY INDEPENDENT,ME14 1BH,LINK PHARMACY LTD,88A KING STREET,0,ME14,441622752990
 North East Hants Farnham,PHARMACY INDEPENDENT,GU17 9AA,PHAMACENTRIC LTD,40 LONDON ROAD,0,GU17,44127632227
 Greenwich ,PHARMACY INDEPENDENT,SE9 3SA,REY LONDON LTD,735 SIDCUP ROAD,0,SE09,442088501989
 East and N Herts ,PHARMACY CHAIN,EN11 9FF,MAPAK CHEMISTS LTD,40 CHRISTIAN CLOSE,0,EN11,441992440380
 West Hampshire ,PHARMACY CHAIN,SP10 2RW,ASDA STORES LTD (4271),ANTON MILL ROAD,0,SP10,441264367630
 Bexley ,PHARMACY CHAIN,DA7 6HD,LLOYDS PHARMACY LTD (7458),89 BARNEHURST ROAD,0,DA07,441322332602
 Ipswich East Suffolk ,GSK MANAGED ACCOUNT OTHER PRAC,IP1 1TW,THE TRAVEL CLINIC LTD,47 ST. NICHOLAS STREET,0,IP01,441473226223
 Bexley ,PHARMACY CHAIN,DA14 5BN,TESCO STORES LTD (3180),EDGINGTON WAY,0,DA14,443456779620
 Kernow ,PHARMACY CHAIN,TR18 4JH,DAY LEWIS PLC,1-2 ALVERTON TERRACE,0,TR18,441736362110
 Kernow ,IND SECTOR TREATMENT CENTRE,PL31 2QT,BODMIN NHS TREATMENT CENTRE,BOUNDARY ROAD,0,PL31,
 Wiltshire ,IND SECTOR TREATMENT CENTRE,SP5 4EY,NEW HALL HOSPITAL NHS TREATMENT CENTRE,NEW HALL HOSPITAL,0,SP02,
 Medway ,PHARMACY INDEPENDENT,ME7 5XL,PHARMACY 1ST LTD,212 CANTERBURY STREET,0,ME07,441634850289
 Chiltern ,PHARMACY CHAIN,HP11 2BY,SUPERDRUG STORES PLC (1169),19 NEWLAND STREET,0,HP11,441494530138
 Ealing ,PHARMACY CHAIN,UB5 6LN,X-PHARM LTD,495 YEADING LANE,0,UB05,442088459522
 Central London ,WHOLESALE,W1W 7LS,HEALTHXCHANGE PHARMACY UK LTD,79 GREAT PORTLAND STREET,0,WZ01,442075802441
 Brent ,PHARMACY CHAIN,HA0 1PF,SAINSBURY'S SUPERMARKETS LTD (646),360 EALING ROAD,0,HA00,442085669393
 Lewisham ,PHARMACY CHAIN,SE6 4DT,APPLE & WAY LTD,7 ST. GEORGES PARADE,0,SE06,442086992461
 West Essex ,PHARMACY CHAIN,CM17 9BG,BOLDASSETT LTD,12-13 PRENTICE PLACE,0,CM05,441279422909
 Southwark ,PHARMACY CHAIN,SE22 9ET,LLOYDS PHARMACY LTD (7456),43-45 NORTH CROSS ROAD,0,SE22,442086933652
 Gloucestershire ,PHARMACY INDEPENDENT,GL50 3DT,GARY BARBER PHARMACIES LTD,19 ST. GEORGES ROAD,0,GL50,441242522880
 Bromley ,PHARMACY INDEPENDENT,BR5 1DQ,PETTS WOOD PHARMACY LTD,83 QUEENSWAY,0,BR05,
 Haringey ,PHARMACY CHAIN,N15 4QD,BOOTS UK LTD (6593),UNIT 2A,0,NZ15,
 Islington ,PHARMACY CHAIN,N1C 4QL,BOOTS UK LTD,"UNIT 19, ST PANCRAS STATION",0,NZ01,442078330216
 Mid Essex ,PHARMACY CHAIN,CM1 3RW,BOOTS UK LTD (1438),1 CROMPTON HOUSE,0,CM01,441245349222
 South Reading ,GP SURGERY,RG2 9EH,SOUTH READING & SHINFIELD GROUP MEDICAL,SCHOOL GREEN,4900,RG02,441189769100
 Mid Essex ,PHARMACY CHAIN,CM3 5XB,L ROWLAND & CO (RETAIL) LTD (1565),1 BRICKFIELDS ROAD,0,CM03,441245325277
 Havering ,PHARMACY CHAIN,RM7 7HH,L ROWLAND & CO (RETAIL) LTD (1583),3 FAIRVIEW PARADE,0,RM05,441708746460
 Islington ,PHARMACY CHAIN,EC1R 4QE,L ROWLAND & CO (RETAIL) LTD (1585),16 EXMOUTH MARKET,0,EC01,442078372252
 Camden ,PHARMACY CHAIN,NW5 3HY,L ROWLAND & CO (RETAIL) LTD (1586),23 MALDEN ROAD,0,NW05,442074851251
 Sutton ,PHARMACY CHAIN,SM4 6HY,L ROWLAND & CO (RETAIL) LTD (1584),43 ST. HELIER AVENUE,0,SM04,442086460822
 Castle Point Rochford ,PHARMACY CHAIN,SS7 4EF,L ROWLAND & CO (RETAIL) LTD (1580),96 ARUNDEL ROAD,0,SS07,441268794449
 Oxfordshire ,PHARMACY CHAIN,OX2 7HQ,L ROWLAND & CO (RETAIL) LTD (1570),227 BANBURY ROAD,0,OX02,441865558348
 Oxfordshire ,PHARMACY CHAIN,OX2 7BY,L ROWLAND & CO (RETAIL) LTD,194 BANBURY ROAD,0,OX02,441865554999
 Nene ,PHARMACY CHAIN,NN16 8DN,L ROWLAND & CO (RETAIL) LTD,121 LOWER STREET,0,NN16,
 Redbridge ,PHARMACY INDEPENDENT,E18 2QL,R S BOGHAL,12 HIGH ROAD,0,EZ18,
 Crawley ,PHARMACY CHAIN,RH11 7AH,ASDA STORES LTD (4685),PEGLER WAY,0,RH11,441293663410
 South Devon and Torbay ,PHARMACY CHAIN,TQ2 8HN,LLOYDS PHARMACY LTD (7461),168 BARTON HILL ROAD,0,TQ02,441803327304
 Central London ,GP SURGERY,SW1W 8NA,DR SHAKARCHI,13 PIMLICO ROAD,3500,SW01,442077305171
 Merton ,GSK MANAGED ACCOUNT OTHER PRAC,SW19 8RQ,ALEXANDER HOUSE,15 PRINCES ROAD,0,SW19,442085439098
 Gloucestershire ,PHARMACY INDEPENDENT,GL51 0LG,OPAL PHARMACY LTD,MEDICAL CENTRE,0,GL51,441242255061
 Bristol ,GSK MANAGED ACCOUNT OTHER PRAC,BS8 3BS,TAYLOR-MOHRS,2 CLIFTON PARK,0,BS08,441179064227
 North Somerset ,PHARMACY INDEPENDENT,BS22 8EN,MILTON PHARMACY,260 MILTON ROAD,0,BS22,441934413100
 North West Surrey ,PHARMACY CHAIN,TW6 2GA,BOOTS UK LTD (0744),"UNIT 3044, LANDSIDE T5",0,TW19,
 Crawley ,PHARMACY CHAIN,RH11 8HH,P I GEN PHARMA LTD,7 GOSSOPS PARADE,0,RH11,441293526239
 Greenwich ,GP SURGERY,SE18 7JZ,DR COUTINHO,213 BURRAGE ROAD,3400,SE18,442083197640
 Oxfordshire ,PHARMACY CHAIN,OX33 1XX,MID COUNTIES CO-OPERATIVE CHEMISTS (0349,39 HIGH STREET,0,OX09,441865874047
 Brighton and Hove ,PHARMACY CHAIN,BN2 6TD,PAYDENS LTD,116 COWLEY DRIVE,0,BN02,441273303273
 Lewisham ,PHARMACY CHAIN,SE6 4DT,X-PHARM LTD,"9B ST GEORGES PARADE, PERRY HILL",0,SE06,442086992323
 South Reading ,PHARMACY CHAIN,RG2 9EH,WELLBROOKE PRODUCTS LTD,SCHINFIELD PRIMARY CARE CENTRE,0,RG02,
 West Kent ,PHARMACY CHAIN,TN16 3XZ,LLOYDS PHARMACY LTD (7469),3 ROUNDWAY,0,TN16,441959575887
 Ealing ,PHARMACY INDEPENDENT,W5 3HU,ROSEMEAD LTD,15 QUEENS PARADE,0,WZ05,442089971100
 North East Essex ,PHARMACY INDEPENDENT,CO15 2HN,NATVINC LTD,18 BROOME WAY,0,CO15,441255470347
 Hounslow ,PHARMACY CHAIN,TW13 4BH,ASDA STORES LTD (5867),TILLEY ROAD,0,TW13,442088312410
 East and N Herts ,PHARMACY CHAIN,SG6 3BX,G S PHILLIPS,42-44 BROADWAY,0,SG06,441462685915
 North East Essex ,PHARMACY CHAIN,CO14 8BB,BORNO CHEMISTS LTD,"PORTOBELLO BUILDINGS, UNIT 3",0,CO13,441255675900
 Lincolnshire East ,PHARMACY CHAIN,PE21 8EQ,ASDA STORES LTD (5892),SLEAFORD ROAD,0,PE21,
 Brighton and Hove ,PHARMACY INDEPENDENT,BN3 8GP,BURWASH LTD,9 BURWASH ROAD,0,BN03,441273204905
 Bristol ,PHARMACY CHAIN,BS9 1EW,PASAB LTD,7 DRUID HILL,0,BS09,441179688530
 Herts Valleys ,PHARMACY INDEPENDENT,AL3 8PB,SPA HEALTHCARE (UK) LTD,40 HIGH STREET,0,AL03,441582840602
 Windsor Ascot Maidenhead,PHARMACY CHAIN,TW20 9EX,BOLDASSETT LTD,56 HIGH STREET,0,TW20,
 Tower Hamlets ,PHARMACY INDEPENDENT,E3 5ES,PRISTINE HEALTH LTD,534 ROMAN ROAD,0,EZ03,
 Nene ,PHARMACY INDEPENDENT,NN11 4FE,ABBEY HOUSE PHARMACY (DAVENTRY) LTD,GOLDING CLOSE,0,NN11,441327702617
 North West Surrey ,PHARMACY INDEPENDENT,GU21 5EN,BORG PHARMA LTD,UNIT 4,0,GU21,
 Herts Valleys ,PHARMACY INDEPENDENT,WD17 1AA,HINTONS PHARMACY,88 THE PARADE,0,WD17,441923248992
 South Kent Coast ,PHARMACY CHAIN,CT14 7EQ,PAYDENS LTD,CANADA ROAD,0,CT14,
 North East Essex ,PHARMACY INDEPENDENT,CO15 1QE,PRESCRIPTION2YOU HEALTHCARE LTD,89-91 PIER AVENUE,0,CO15,441255689176
 Dorset ,PHARMACY CHAIN,DT1 2RY,TESCO STORES LTD (2423),WEYMOUTH AVENUE,0,DT01,448456779224
 Bedfordshire ,GP SURGERY,MK42 0UF,SHORTSTOWN SURGERY,2 QUANTRELLE COURT,2600,MK42,441234743000
 Herts Valleys ,PHARMACY CHAIN,HP3 0HG,MANOR PHARMACY (WHEATHAMPSTEAD) LTD,37 HIGH STREET,0,HP03,441442832127
 Enfield ,PHARMACY CHAIN,N18 3HF,TESCO STORES LTD (3333),1 GLOVER DRIVE,0,NZ18,443456779691
 Lambeth ,PHARMACY CHAIN,SW16 1BB,X-PHARM LTD,240 STREATHAM HIGH ROAD,0,SW16,442086773145
 Hastings and Rother ,GP PRACTICE DISPENSING,TN35 4HN,ROEBUCK HOUSE - PRACTICE 3,CHAPEL LANE,3800,TN35,
 Havering ,PHARMACY CHAIN,RM12 5AB,DAY LEWIS PLC,6 STATION PARADE,0,RM12,441708451734
 Havering ,PHARMACY CHAIN,RM5 3BB,DAY LEWIS PLC,52 COLLIER ROW LANE,0,RM05,441708740965
 Portsmouth ,PHARMACY INDEPENDENT,PO2 0AU,MEDICATION EVERY DAY SERVICES LIMITED,240 CHICHESTER ROAD,0,PO02,442392663434
 Canterbury and Coastal ,PHARMACY CHAIN,CT5 4AR,M & P PHARMA LTD,28 FAVERSHAM ROAD,0,CT05,441227277744
 Slough ,PHARMACY INDEPENDENT,SL2 4EW,B S BAHRA LOCUMS LTD,"UNIT 2, GILES HOUSE",0,SL02,441753645464
 West Essex ,PHARMACY INDEPENDENT,CB11 3QY,KEY PHARMACEUTICALS LTD,THE BROWN HOUSE,0,CM06,
 City and Hackney ,PHARMACY CHAIN,E5 9BQ,GORGEMEAD LTD,15A URBAN HIVE,0,EZ05,
 Newham ,PHARMACY INDEPENDENT,E13 9HH,D-818 LTD,121 HIGH STREET,0,EZ13,
 Swindon ,PHARMACY CHAIN,SN1 4GB,LLOYDS PHARMACY LTD,CURIE AVENUE,0,SN01,
 Swindon ,PHARMACY INDEPENDENT,SN25 1QQ,N P PHARM LTD,THAMES AVENUE,0,SN25,
 Bristol ,PHARMACY INDEPENDENT,BS5 0PS,TASMIA PHARMACEUTICALS LTD,116 STAPLETON ROAD,0,BS05,
 North East Essex ,PHARMACY CHAIN,CO4 5TU,ASDA STORES LTD (4681),PETROLEA CLOSE,0,CO04,
 Portsmouth ,PHARMACY CHAIN,PO1 1SL,ASDA STORES LTD (4583),THE BRIDGE SHOPPING CENTRE,0,PO01,
 East Surrey ,PHARMACY CHAIN,RH1 2NP,WAREMOSS LTD,14 THORNTON SIDE,0,RH01,
 Ealing ,PHARMACY CHAIN,UB1 2NH,MEDIPHARMACY LTD (30),223 LADY MARGARET ROAD,0,UB01,
 Nene ,PHARMACY INDEPENDENT,NN1 3DS,THE MOUNTS PARTNERSHIP LTD,CAMPBELL STREET,0,NN01,441604250838
 Herts Valleys ,PHARMACY INDEPENDENT,WD23 1EE,LISTERS & HAMPTON (BUSHEY) LTD,31-33 HIGH ROAD,0,WD23,442089503370
 Mid Essex ,PHARMACY CHAIN,CM2 5PA,SAINSBURY'S SUPERMARKETS LTD (415),WHITE HART LANE,0,CM02,
 Cambs and Peterborough ,PHARMACY INDEPENDENT,PE1 2RY,CITY PHARMACY,50 LINCOLN ROAD,0,PE01,
 Nene ,PHARMACY INDEPENDENT,NN1 2NQ,AR PATEL,10-11 REGENT SQUARE,0,NN01,
 Bedfordshire ,PHARMACY CHAIN,MK42 7AZ,BOOTS UK LTD (6407),INTERCHANGE RETAIL PARK,0,MK42,
 Mid Essex ,PHARMACY INDEPENDENT,CM3 5NG,SHIVUM LTD,36-38 HULLBRIDGE ROAD,0,CM03,441245320344
 Southwark ,GP SURGERY,SE1 3GF,BERMONDSEY & LANSDOWNE MEDICAL MISSION,138 GRANGE ROAD,15000,SE01,
 North East West Devon,PHARMACY CHAIN,EX8 1DB,L ROWLAND & CO (RETAIL) LTD,25-27 IMPERIAL ROAD,0,EX08,
 Brent ,PHARMACY INDEPENDENT,NW2 4RA,WELLPOINT PHARMACY UK LIMITED,70-72 WALM LANE,0,NW02,442084590833
 Ipswich East Suffolk ,PRISON SURGERY,IP12 3BF,HMPYOI WARREN HILL,GROVE ROAD,0,IP12,441394633400
 North East Essex ,PHARMACY CHAIN,CO16 8PA,BOOTS UK LTD (1591),19 CLACTON ROAD,0,CO16,441255820396
 Croydon ,PHARMACY INDEPENDENT,CR0 1DP,PAMC LTD,44 SOUTH END,0,CR00,
 Dorset ,PHARMACY CHAIN,BH21 4AY,WELLBEING (UK) LTD,66 HIGH STREET,0,BH21,
 Milton Keynes ,PHARMACY CHAIN,MK9 2FW,SAINSBURY'S SUPERMARKETS LTD (2175),799 WITAN GATE,0,MK09,
 Nene ,PHARMACY CHAIN,NN2 8LL,GREEN EMERALD INVESTMENTS LTD,THE PINES SURGERY,0,NN02,441604842755
 Thurrock ,PHARMACY INDEPENDENT,RM15 5EE,PREMSON LTD,10 DERWENT PARADE,0,RM15,441708853188
 Coastal West Sussex ,PHARMACY CHAIN,BN17 5RA,TESCO STORES LTD (2833),BROAD PIECE,0,BN17,443456779428
 North East West Devon,PHARMACY CHAIN,EX15 1BQ,TESCO STORES LTD (5663),STATION ROAD,0,EX15,448456719351
 West Essex ,PHARMACY CHAIN,CM17 9TE,TESCO STORES LTD (2634),CHURCH LANGLEY WAY,0,CM05,441279271847
 South Gloucestershire ,PHARMACY CHAIN,BS35 1DS,GORGEMEAD LTD,8 EASTLAND ROAD,0,BS35,
 Islington ,GSK MANAGED ACCOUNT OTHER,EC2V 7JN,SAME DAY DOCTOR,1 LOVE LANE,0,EC01,
 Mid Essex ,PHARMACY CHAIN,CM2 9XW,TESCO STORES LTD (2330),PRINCES ROAD,0,CM02,441245701647
 Hillingdon ,PHARMACY INDEPENDENT,HA4 9BH,ARACHEM HEALTH LIMITED,53 VICTORIA ROAD,0,HA04,
 Ealing ,PHARMACY INDEPENDENT,W3 6PG,AASH PHARM LTD,148 HORN LANE,0,WZ03,
 Medway ,PHARMACY CHAIN,ME5 9SE,ASDA STORES LTD (4693),387 MAIDSTONE ROAD,0,ME05,
 Greenwich ,PHARMACY CHAIN,SE7 7ST,ASDA STORES LTD (4623),BUGSBY'S WAY,0,SE07,
 Medway ,PHARMACY CHAIN,ME4 3EP,MAKS PHARMACY LTD,THE EDGEWAY STREET,0,ME04,
 Barking and Dagenham ,PHARMACY CHAIN,IG11 8DN,SUPERDRUG STORES PLC (1280),12-13 STATION PARADE,0,IG11,
Jersey Health and Social Service,PHARMACY INDEPENDENT,JE1 4HD,CLEVELAND PHARMACY,12 CLEVELAND ROAD,0,JE02,441534733123
 Barking and Dagenham ,PHARMACY CHAIN,RM8 1UU,KAMAL LTD,703 GREEN LANE,0,RM08,442085904407
 Dorset ,PHARMACY CHAIN,DT4 7JJ,WESSEX PHARMACY LTD,14 AVENUE ROAD,0,DT04,
 North Hampshire ,PHARMACY CHAIN,RG21 7AH,GORGEMEAD LTD,"4 DICKSON HOUSE, CROWN HEIGHTS",0,RG21,
 Luton ,PHARMACY CHAIN,LU2 9TA,ASDA STORES LTD (4976),WIGMORE LANE,0,LU02,
 West London K&C and Qpp ,PHARMACY INDEPENDENT,SW7 4SS,BLISSFUL LIFE LTD,107-109 GLOUCESTER ROAD,0,SW07,
 Redbridge ,PHARMACY INDEPENDENT,IG3 8TG,ZADAMS CHEMIST LTD,841 HIGH ROAD,0,IG03,442085993150
 West Kent ,PHARMACY CHAIN,ME6 5SN,PAYDENS LTD,CATTS ALLEY,0,ME20,
 Eastbourne Hailsham ,PHARMACY CHAIN,BN23 6JH,BOOTS UK LTD (6423),UNITS 2A & 2B SOVEREIGN HARBOUR,0,BN23,441323478638
 Thurrock ,GP SURGERY,RM17 6NB,COLLEGE HEALTH ESSEX,THURROCK HEALTH CENTRE,7392,RM17,
 Fareham and Gosport ,PHARMACY CHAIN,PO15 6HZ,DIBEND LTD,95 HIGHLANDS ROAD,0,PO15,441329282879
 Central London ,PRIVATE SURGERY,SW1W 8BJ,DR PETER KING-LEWIS,CHELSEA CONSULTING ROOMS,0,SW01,442077306611
 Castle Point Rochford ,PHARMACY CHAIN,SS6 9AX,SAFEDALE LTD,113 LONDON ROAD,0,SS06,441268784192
 Brighton and Hove ,PHARMACY CHAIN,BN3 6HP,SAFEDALE LTD,13 HOVE PARK VILLAS,0,BN03,441273735933
 Brighton and Hove ,PHARMACY CHAIN,BN2 8FA,SAFEDALE LTD,59-61 LUSTRELLS VALE,0,BN02,441273301644
 West London K&C and Qpp ,PHARMACY CHAIN,SW10 9NB,BOOTS UK LTD (1656),228-230 FULHAM ROAD,0,SW10,442078233445
 West Hampshire ,GP PRACTICE DISPENSING,SO32 3QQ,WICKHAM GROUP SURGERY,35 THE PARK,12000,SO30,
 Oxfordshire ,GSK MANAGED ACCOUNT,OX14 1DY,SPLIT DIMENSION LTD,16 BLACKLANDS WAY,0,OX14,441454852715
 Thurrock ,PHARMACY CHAIN,RM18 7HJ,ASDA STORES LTD (4609),THURROCK PARK WAY,0,RM18,441375852810
Jersey Health and Social Service,PHARMACY CHAIN,JE3 7AG,CHANNEL ISLANDS CO-OPERATIVE SOCIETY LTD,CO-OP GRANDE MARCHÉ,0,JE03,441534481512
Jersey Health and Social Service,PHARMACY CHAIN,JE2 4TD,CHANNEL ISLANDS CO-OPERATIVE SOCIETY LTD,21 DAVID PLACE,0,JE02,441534724701
 Enfield ,PHARMACY CHAIN,N9 0AL,ASDA STORES LTD (5866),1 WEST MALL,0,NZ09,442088845300
 Dorset ,PHARMACY INDEPENDENT,BH16 6BQ,LYTCHETT PHARMACY,16 HIGH STREET,0,BH20,
 City and Hackney ,PHARMACY CHAIN,E8 1HP,CLOCKWORK RETAIL LTD,398-400 MARE STREET,0,EZ08,
 North East West Devon,PHARMACY CHAIN,PL21 0SZ,MODBURY PHARMACY LTD,7 ERME COURT,0,PL21,
 Oxfordshire ,PHARMACY CHAIN,OX4 4JA,KOASTA LTD,6A COURTLAND ROAD,0,OX04,
 Basildon and Brentwood ,PHARMACY INDEPENDENT,SS11 8QW,M KOTECHA LTD,312 SOUTHEND ROAD,0,SS12,441268768547
 Redbridge ,PHARMACY CHAIN,IG2 6BN,LASER IMPEX LTD,21-23 HORNS ROAD,0,IG02,442085541313
 Lambeth ,PHARMACY CHAIN,SW16 2SZ,DAY LEWIS CHEMISTS LTD,9A GRACEFIELD GARDENS,0,SW16,
 Haringey ,PHARMACY CHAIN,N10 1DJ,NAPCLAN (UK) LTD,330 MUSWELL HILL BROADWAY,0,NZ10,
 Fareham and Gosport ,PHARMACY CHAIN,PO13 0EW,LLOYDS PHARMACY LTD (7482),10 ROWNER ROAD,0,PO13,
 North East West Devon,GSK MANAGED ACCOUNT OTHER,EX1 1PR,TRAVEL HEALTH CONSULTANCY,22 SOUTHERNHAY WEST,0,EX01,441392430590
 South Eastern Hants ,PHARMACY CHAIN,GU35 8LH,FOREST MEDICAL SERVICES LTD,MILL LANE,0,GU35,
 Wiltshire ,PHARMACY CHAIN,SP1 3FF,IMAAN LTD,28 ST. CLEMENTS WAY,0,SP01,
 Enfield ,PHARMACY CHAIN,N18 2TW,WISE PHARMACY LTD,93 FORE STREET,0,NZ18,
 Tower Hamlets ,PHARMACY INDEPENDENT,E14 7HG,GUARDIAN PHARMACY,817 COMMERCIAL ROAD,0,EZ14,
 Southwark ,PHARMACY CHAIN,SE5 7AF,TARGETGRANGE LTD,10-11 CAMBERWELL GREEN,0,SE05,
 Brent ,PHARMACY INDEPENDENT,NW2 5SJ,VNA1 LTD,5A WALM LANE,0,NW02,
 Enfield ,PHARMACY INDEPENDENT,EN1 2HB,FIRST KALMS LTD,20 BUSH HILL PARADE,0,EN01,
 Greenwich ,PHARMACY INDEPENDENT,SE3 9FA,CHEMCARE (UK) LTD,1 ELFORD CLOSE,0,SE03,
 Southwark ,PHARMACY CHAIN,SE22 8JN,MR LYC LAU CHING HUNG,389 LORDSHIP LANE,0,SE22,
 Central London ,PHARMACY INDEPENDENT,W1U 7BR,NVS LTD,46 BAKER STREET,0,WZ01,
 Lewisham ,PHARMACY INDEPENDENT,SE23 1HU,RAYSOL LTD,197 STANSTEAD ROAD,0,SE23,
 Dartford Gravesswanley ,PHARMACY INDEPENDENT,DA1 4RA,DAYSOL LTD,3 PARKSIDE PARADE,0,DA01,441322556356
 Dartford Gravesswanley ,PHARMACY CHAIN,DA1 2EU,LLOYDS PHARMACY LTD (7457),68-70 WEST HILL,0,DA01,
 Kernow ,GP SURGERY,EX23 8LA,NEETSIDE SURGERY,METHODIST CHURCH HALL,4340,EX23,441288270580
 Harrow ,PHARMACY CHAIN,HA2 9BN,B K R LTD,190 ALEXANDRA AVENUE,0,HA02,442084222563
 Nene ,PHARMACY INDEPENDENT,NN6 8QE,GUILSBOROUGH MEDICAL SUPPLIES LTD,WEST HADDON ROAD,0,NN06,
 Oxfordshire ,PHARMACY INDEPENDENT,OX16 1XE,FROSTS PHARMACY LTD,FERRISTON,0,OX16,
